epoc (ms),timestamp (+0800),elapsed (s),x-axis (deg/s),y-axis (deg/s),z-axis (deg/s)
1573800418535,2019-11-15T14.46.58.535,0.000,0.793,-1.768,0.183
1573800418545,2019-11-15T14.46.58.545,0.010,0.854,-2.134,-0.183
1573800418556,2019-11-15T14.46.58.556,0.021,0.976,-3.171,0.122
1573800418566,2019-11-15T14.46.58.566,0.031,0.854,-2.866,0.366
1573800418576,2019-11-15T14.46.58.576,0.041,0.793,-1.463,0.366
1573800418586,2019-11-15T14.46.58.586,0.051,0.732,-1.463,0.427
1573800418597,2019-11-15T14.46.58.597,0.062,0.610,-2.866,0.488
1573800418605,2019-11-15T14.46.58.605,0.070,0.305,-3.476,0.549
1573800418616,2019-11-15T14.46.58.616,0.081,0.183,-2.439,0.549
1573800418626,2019-11-15T14.46.58.626,0.091,-0.427,-0.061,0.610
1573800418636,2019-11-15T14.46.58.636,0.101,-0.976,1.037,0.671
1573800418647,2019-11-15T14.46.58.647,0.112,-0.915,0.000,0.488
1573800418657,2019-11-15T14.46.58.657,0.122,-0.854,-1.646,0.122
1573800418667,2019-11-15T14.46.58.667,0.132,-0.854,-2.195,-0.183
1573800418677,2019-11-15T14.46.58.677,0.142,-0.366,-1.585,-0.366
1573800418688,2019-11-15T14.46.58.688,0.153,-0.061,-0.366,-0.244
1573800418698,2019-11-15T14.46.58.698,0.163,0.000,0.976,-0.244
1573800418708,2019-11-15T14.46.58.708,0.173,0.183,1.890,-0.244
1573800418717,2019-11-15T14.46.58.717,0.182,0.122,1.829,-0.244
1573800418727,2019-11-15T14.46.58.727,0.192,-0.122,0.488,-0.183
1573800418737,2019-11-15T14.46.58.737,0.202,-0.183,-1.768,0.122
1573800418748,2019-11-15T14.46.58.748,0.213,-0.244,-3.354,0.427
1573800418758,2019-11-15T14.46.58.758,0.223,-0.305,-3.476,0.488
1573800418768,2019-11-15T14.46.58.768,0.233,-0.183,-1.037,0.366
1573800418778,2019-11-15T14.46.58.778,0.243,0.061,3.110,0.305
1573800418789,2019-11-15T14.46.58.789,0.254,0.183,5.183,0.488
1573800418799,2019-11-15T14.46.58.799,0.264,0.183,3.902,0.427
1573800418809,2019-11-15T14.46.58.809,0.274,0.000,0.793,0.549
1573800418818,2019-11-15T14.46.58.818,0.283,0.000,-1.951,0.915
1573800418828,2019-11-15T14.46.58.828,0.293,-0.305,-2.683,1.280
1573800418838,2019-11-15T14.46.58.838,0.303,-0.366,-1.341,1.707
1573800418849,2019-11-15T14.46.58.849,0.314,-0.732,1.585,1.707
1573800418859,2019-11-15T14.46.58.859,0.324,-0.915,3.780,1.707
1573800418869,2019-11-15T14.46.58.869,0.334,-1.037,4.085,1.341
1573800418879,2019-11-15T14.46.58.879,0.344,-1.037,2.073,0.732
1573800418890,2019-11-15T14.46.58.890,0.355,-1.037,-0.610,0.671
1573800418900,2019-11-15T14.46.58.900,0.365,-0.976,-2.988,0.488
1573800418910,2019-11-15T14.46.58.910,0.375,-0.976,-4.390,0.671
1573800418920,2019-11-15T14.46.58.920,0.385,-0.549,-4.207,1.037
1573800418929,2019-11-15T14.46.58.929,0.394,-0.244,-2.134,1.159
1573800418939,2019-11-15T14.46.58.939,0.404,-0.183,0.183,1.341
1573800418950,2019-11-15T14.46.58.950,0.415,-0.183,1.524,1.037
1573800418960,2019-11-15T14.46.58.960,0.425,0.061,2.622,0.366
1573800418970,2019-11-15T14.46.58.970,0.435,0.000,2.805,-0.061
1573800418980,2019-11-15T14.46.58.980,0.445,-0.183,0.915,-0.122
1573800418991,2019-11-15T14.46.58.991,0.456,0.061,-1.341,-0.122
1573800419001,2019-11-15T14.46.59.001,0.466,0.244,-2.256,-0.061
1573800419011,2019-11-15T14.46.59.011,0.476,0.122,-1.585,0.000
1573800419022,2019-11-15T14.46.59.022,0.487,0.244,-0.793,0.488
1573800419030,2019-11-15T14.46.59.030,0.495,0.549,-0.366,0.915
1573800419041,2019-11-15T14.46.59.041,0.506,0.793,-0.122,0.549
1573800419051,2019-11-15T14.46.59.051,0.516,0.427,0.366,0.793
1573800419061,2019-11-15T14.46.59.061,0.526,0.061,0.061,0.732
1573800419071,2019-11-15T14.46.59.071,0.536,0.183,-0.854,0.427
1573800419082,2019-11-15T14.46.59.082,0.547,0.122,-0.244,0.061
1573800419092,2019-11-15T14.46.59.092,0.557,0.183,1.646,-0.183
1573800419102,2019-11-15T14.46.59.102,0.567,0.305,2.805,-0.305
1573800419112,2019-11-15T14.46.59.112,0.577,0.793,2.073,-0.183
1573800419123,2019-11-15T14.46.59.123,0.588,0.854,0.610,-0.244
1573800419133,2019-11-15T14.46.59.133,0.598,0.488,0.061,-0.183
1573800419142,2019-11-15T14.46.59.142,0.607,0.122,0.305,0.244
1573800419152,2019-11-15T14.46.59.152,0.617,-0.427,0.122,0.610
1573800419162,2019-11-15T14.46.59.162,0.627,-0.671,-0.976,0.915
1573800419172,2019-11-15T14.46.59.172,0.637,-0.427,-1.707,0.976
1573800419183,2019-11-15T14.46.59.183,0.648,-0.244,-1.402,0.549
1573800419193,2019-11-15T14.46.59.193,0.658,0.305,-0.976,0.061
1573800419203,2019-11-15T14.46.59.203,0.668,0.915,-0.854,-0.549
1573800419213,2019-11-15T14.46.59.213,0.678,1.159,-1.098,-1.098
1573800419224,2019-11-15T14.46.59.224,0.689,1.280,-1.463,-0.732
1573800419234,2019-11-15T14.46.59.234,0.699,0.793,-1.646,-0.366
1573800419243,2019-11-15T14.46.59.243,0.708,0.061,-2.012,-0.244
1573800419253,2019-11-15T14.46.59.253,0.718,-0.427,-1.524,0.122
1573800419263,2019-11-15T14.46.59.263,0.728,-0.915,0.061,0.610
1573800419273,2019-11-15T14.46.59.273,0.738,-1.159,1.646,0.976
1573800419284,2019-11-15T14.46.59.284,0.749,-0.793,2.317,0.793
1573800419294,2019-11-15T14.46.59.294,0.759,-0.366,2.134,0.488
1573800419304,2019-11-15T14.46.59.304,0.769,0.061,1.341,0.061
1573800419314,2019-11-15T14.46.59.314,0.779,0.122,-0.671,-0.244
1573800419325,2019-11-15T14.46.59.325,0.790,0.427,-2.805,-0.122
1573800419335,2019-11-15T14.46.59.335,0.800,0.122,-2.744,0.061
