epoc (ms),timestamp (+0800),elapsed (s),x-axis (deg/s),y-axis (deg/s),z-axis (deg/s)
1573800416555,2019-11-15T14.46.56.555,0.000,3.232,-2.622,2.134
1573800416565,2019-11-15T14.46.56.565,0.010,2.805,-2.683,1.341
1573800416575,2019-11-15T14.46.56.575,0.020,2.317,-2.317,2.012
1573800416585,2019-11-15T14.46.56.585,0.030,1.707,-2.927,2.134
1573800416596,2019-11-15T14.46.56.596,0.041,0.854,-3.354,2.195
1573800416606,2019-11-15T14.46.56.606,0.051,0.366,-3.598,2.012
1573800416615,2019-11-15T14.46.56.615,0.060,0.122,-3.720,1.646
1573800416625,2019-11-15T14.46.56.625,0.070,-0.244,-3.171,1.037
1573800416635,2019-11-15T14.46.56.635,0.080,-0.610,-3.293,0.793
1573800416645,2019-11-15T14.46.56.645,0.090,-0.427,-3.841,1.341
1573800416656,2019-11-15T14.46.56.656,0.101,-0.122,-4.024,1.829
1573800416666,2019-11-15T14.46.56.666,0.111,-0.305,-3.415,1.707
1573800416676,2019-11-15T14.46.56.676,0.121,-0.793,-2.683,1.463
1573800416685,2019-11-15T14.46.56.685,0.130,-1.220,-2.256,1.707
1573800416695,2019-11-15T14.46.56.695,0.140,-1.341,-2.744,2.378
1573800416705,2019-11-15T14.46.56.705,0.150,-1.098,-3.354,2.744
1573800416716,2019-11-15T14.46.56.716,0.161,-0.854,-3.598,2.561
1573800416726,2019-11-15T14.46.56.726,0.171,-0.732,-4.085,1.768
1573800416736,2019-11-15T14.46.56.736,0.181,-0.732,-2.988,0.976
1573800416745,2019-11-15T14.46.56.745,0.190,-1.220,0.244,-0.122
1573800416755,2019-11-15T14.46.56.755,0.200,-2.073,2.073,-0.793
1573800416765,2019-11-15T14.46.56.765,0.210,-2.256,1.463,0.000
1573800416776,2019-11-15T14.46.56.776,0.221,-1.768,-0.305,1.341
1573800416786,2019-11-15T14.46.56.786,0.231,-1.159,-1.524,2.561
1573800416796,2019-11-15T14.46.56.796,0.241,-0.793,-1.341,2.500
1573800416806,2019-11-15T14.46.56.806,0.251,-0.854,-0.366,1.829
1573800416815,2019-11-15T14.46.56.815,0.260,-1.159,0.732,1.463
1573800416826,2019-11-15T14.46.56.826,0.271,-1.280,1.098,1.402
1573800416836,2019-11-15T14.46.56.836,0.281,-0.488,0.488,1.585
1573800416846,2019-11-15T14.46.56.846,0.291,0.122,-0.305,2.012
1573800416856,2019-11-15T14.46.56.856,0.301,0.305,-0.976,2.317
1573800416867,2019-11-15T14.46.56.867,0.312,0.305,-1.037,2.012
1573800416875,2019-11-15T14.46.56.875,0.320,0.122,0.122,1.280
1573800416886,2019-11-15T14.46.56.886,0.331,0.183,1.341,0.549
1573800416896,2019-11-15T14.46.56.896,0.341,0.366,1.341,0.854
1573800416906,2019-11-15T14.46.56.906,0.351,0.305,-0.183,1.951
1573800416916,2019-11-15T14.46.56.916,0.361,0.732,-1.463,2.683
1573800416927,2019-11-15T14.46.56.927,0.372,1.524,-0.610,2.378
1573800416937,2019-11-15T14.46.56.937,0.382,1.280,1.768,1.402
1573800416946,2019-11-15T14.46.56.946,0.391,1.402,1.402,0.183
1573800416956,2019-11-15T14.46.56.956,0.401,1.646,-0.244,1.280
1573800416966,2019-11-15T14.46.56.966,0.411,1.951,-1.037,2.439
1573800416976,2019-11-15T14.46.56.976,0.421,1.463,-2.378,3.049
1573800416987,2019-11-15T14.46.56.987,0.432,2.012,-0.549,2.317
1573800416997,2019-11-15T14.46.56.997,0.442,2.500,1.463,1.159
1573800417006,2019-11-15T14.46.57.006,0.451,1.890,2.927,0.366
1573800417016,2019-11-15T14.46.57.016,0.461,1.402,3.902,0.122
1573800417026,2019-11-15T14.46.57.026,0.471,1.768,4.207,0.183
1573800417036,2019-11-15T14.46.57.036,0.481,1.951,4.024,0.488
