epoc (ms),timestamp (+0800),elapsed (s),x-axis (deg/s),y-axis (deg/s),z-axis (deg/s)
1573801794605,2019-11-15T15.09.54.605,0.000,3.049,8.598,-0.793
1573801794615,2019-11-15T15.09.54.615,0.010,2.744,8.293,-1.098
1573801794625,2019-11-15T15.09.54.625,0.020,1.463,6.037,-0.671
1573801794634,2019-11-15T15.09.54.634,0.029,-1.220,-0.610,-1.037
1573801794645,2019-11-15T15.09.54.645,0.040,-2.927,-6.280,-1.585
1573801794655,2019-11-15T15.09.54.655,0.050,-2.988,-4.939,-1.768
1573801794665,2019-11-15T15.09.54.665,0.060,-2.317,0.610,-1.037
1573801794675,2019-11-15T15.09.54.675,0.070,-1.951,1.463,0.793
1573801794686,2019-11-15T15.09.54.686,0.081,-1.220,0.915,2.195
1573801794696,2019-11-15T15.09.54.696,0.091,0.732,0.488,2.317
1573801794706,2019-11-15T15.09.54.706,0.101,1.220,1.524,1.341
1573801794715,2019-11-15T15.09.54.715,0.110,1.829,4.207,0.488
1573801794725,2019-11-15T15.09.54.725,0.120,2.134,3.963,-0.061
1573801794735,2019-11-15T15.09.54.735,0.130,0.793,2.012,-1.280
1573801794746,2019-11-15T15.09.54.746,0.141,-0.671,-3.598,-1.402
1573801794756,2019-11-15T15.09.54.756,0.151,-1.159,-8.476,-0.671
1573801794766,2019-11-15T15.09.54.766,0.161,-0.488,-7.378,-0.366
1573801794776,2019-11-15T15.09.54.776,0.171,1.341,-1.159,-0.244
1573801794787,2019-11-15T15.09.54.787,0.182,2.988,2.866,0.427
1573801794795,2019-11-15T15.09.54.795,0.190,1.646,2.073,0.915
1573801794806,2019-11-15T15.09.54.806,0.201,0.793,-0.854,0.549
1573801794816,2019-11-15T15.09.54.816,0.211,0.366,-0.610,0.122
1573801794826,2019-11-15T15.09.54.826,0.221,0.610,4.634,-0.122
1573801794836,2019-11-15T15.09.54.836,0.231,1.585,4.878,0.427
1573801794847,2019-11-15T15.09.54.847,0.242,0.427,-0.305,0.732
1573801794857,2019-11-15T15.09.54.857,0.252,-1.829,-2.927,0.976
1573801794867,2019-11-15T15.09.54.867,0.262,-1.098,-3.537,0.671
1573801794876,2019-11-15T15.09.54.876,0.271,-1.098,-3.598,-0.610
1573801794886,2019-11-15T15.09.54.886,0.281,-1.341,-3.415,-1.037
1573801794896,2019-11-15T15.09.54.896,0.291,0.244,-1.280,-1.098
1573801794907,2019-11-15T15.09.54.907,0.302,-0.427,1.402,-1.159
1573801794917,2019-11-15T15.09.54.917,0.312,-1.159,0.671,-0.915
1573801794927,2019-11-15T15.09.54.927,0.322,-0.488,-3.780,-0.671
1573801794937,2019-11-15T15.09.54.937,0.332,-0.549,-4.634,-0.244
1573801794948,2019-11-15T15.09.54.948,0.343,-0.061,-0.793,-0.488
1573801794957,2019-11-15T15.09.54.957,0.352,1.037,-0.610,-1.463
1573801794967,2019-11-15T15.09.54.967,0.362,0.915,-2.317,-1.768
1573801794977,2019-11-15T15.09.54.977,0.372,-0.305,-1.707,-1.524
