epoc (ms),timestamp (+0800),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1573804790287,2019-11-15T15.59.50.287,0.000,-0.111,0.885,-0.088
1573804790297,2019-11-15T15.59.50.297,0.010,-0.126,0.907,-0.100
1573804790308,2019-11-15T15.59.50.308,0.021,-0.118,0.903,-0.103
1573804790318,2019-11-15T15.59.50.318,0.031,-0.090,0.899,-0.095
1573804790328,2019-11-15T15.59.50.328,0.041,-0.068,0.900,-0.072
1573804790338,2019-11-15T15.59.50.338,0.051,-0.056,0.893,-0.064
1573804790347,2019-11-15T15.59.50.347,0.060,-0.058,0.884,-0.058
1573804790358,2019-11-15T15.59.50.358,0.071,-0.084,0.888,-0.065
1573804790368,2019-11-15T15.59.50.368,0.081,-0.113,0.891,-0.090
1573804790378,2019-11-15T15.59.50.378,0.091,-0.122,0.890,-0.103
1573804790388,2019-11-15T15.59.50.388,0.101,-0.112,0.898,-0.102
1573804790399,2019-11-15T15.59.50.399,0.112,-0.098,0.904,-0.096
1573804790409,2019-11-15T15.59.50.409,0.122,-0.082,0.899,-0.082
1573804790419,2019-11-15T15.59.50.419,0.132,-0.079,0.900,-0.068
1573804790429,2019-11-15T15.59.50.429,0.142,-0.086,0.904,-0.069
1573804790440,2019-11-15T15.59.50.440,0.153,-0.097,0.905,-0.080
1573804790448,2019-11-15T15.59.50.448,0.161,-0.104,0.902,-0.082
1573804790459,2019-11-15T15.59.50.459,0.172,-0.117,0.906,-0.081
1573804790469,2019-11-15T15.59.50.469,0.182,-0.112,0.901,-0.079
1573804790479,2019-11-15T15.59.50.479,0.192,-0.098,0.897,-0.078
1573804790489,2019-11-15T15.59.50.489,0.202,-0.090,0.897,-0.073
1573804790500,2019-11-15T15.59.50.500,0.213,-0.094,0.898,-0.075
1573804790510,2019-11-15T15.59.50.510,0.223,-0.103,0.897,-0.076
1573804790520,2019-11-15T15.59.50.520,0.233,-0.109,0.905,-0.082
1573804790530,2019-11-15T15.59.50.530,0.243,-0.095,0.914,-0.083
1573804790541,2019-11-15T15.59.50.541,0.254,-0.083,0.912,-0.080
1573804790551,2019-11-15T15.59.50.551,0.264,-0.095,0.899,-0.084
1573804790560,2019-11-15T15.59.50.560,0.273,-0.103,0.891,-0.096
1573804790570,2019-11-15T15.59.50.570,0.283,-0.100,0.884,-0.089
1573804790580,2019-11-15T15.59.50.580,0.293,-0.103,0.889,-0.078
1573804790590,2019-11-15T15.59.50.590,0.303,-0.105,0.895,-0.082
1573804790601,2019-11-15T15.59.50.601,0.314,-0.099,0.903,-0.088
1573804790611,2019-11-15T15.59.50.611,0.324,-0.090,0.910,-0.085
1573804790621,2019-11-15T15.59.50.621,0.334,-0.089,0.915,-0.079
1573804790631,2019-11-15T15.59.50.631,0.344,-0.097,0.911,-0.080
1573804790642,2019-11-15T15.59.50.642,0.355,-0.093,0.898,-0.079
