epoc (ms),timestamp (+0800),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1573801492005,2019-11-15T15.04.52.005,0.000,-0.175,-0.989,-0.073
1573801492015,2019-11-15T15.04.52.015,0.010,-0.170,-0.999,-0.078
1573801492025,2019-11-15T15.04.52.025,0.020,-0.164,-1.004,-0.072
1573801492034,2019-11-15T15.04.52.034,0.029,-0.162,-1.008,-0.069
1573801492044,2019-11-15T15.04.52.044,0.039,-0.165,-1.015,-0.069
1573801492055,2019-11-15T15.04.52.055,0.050,-0.165,-1.018,-0.071
1573801492065,2019-11-15T15.04.52.065,0.060,-0.165,-1.022,-0.077
1573801492075,2019-11-15T15.04.52.075,0.070,-0.165,-1.026,-0.080
1573801492085,2019-11-15T15.04.52.085,0.080,-0.165,-1.021,-0.078
1573801492096,2019-11-15T15.04.52.096,0.091,-0.162,-1.000,-0.079
1573801492106,2019-11-15T15.04.52.106,0.101,-0.165,-0.979,-0.089
1573801492116,2019-11-15T15.04.52.116,0.111,-0.181,-0.986,-0.087
1573801492125,2019-11-15T15.04.52.125,0.120,-0.202,-0.993,-0.085
1573801492135,2019-11-15T15.04.52.135,0.130,-0.203,-1.004,-0.073
1573801492146,2019-11-15T15.04.52.146,0.141,-0.198,-1.009,-0.058
1573801492156,2019-11-15T15.04.52.156,0.151,-0.191,-1.012,-0.053
1573801492166,2019-11-15T15.04.52.166,0.161,-0.184,-1.001,-0.064
1573801492176,2019-11-15T15.04.52.176,0.171,-0.177,-1.002,-0.082
1573801492187,2019-11-15T15.04.52.187,0.182,-0.166,-1.005,-0.083
1573801492197,2019-11-15T15.04.52.197,0.192,-0.157,-1.005,-0.078
1573801492206,2019-11-15T15.04.52.206,0.201,-0.150,-1.008,-0.076
1573801492216,2019-11-15T15.04.52.216,0.211,-0.152,-1.002,-0.062
1573801492226,2019-11-15T15.04.52.226,0.221,-0.172,-0.997,-0.065
1573801492236,2019-11-15T15.04.52.236,0.231,-0.190,-1.000,-0.070
1573801492247,2019-11-15T15.04.52.247,0.242,-0.196,-1.009,-0.076
1573801492257,2019-11-15T15.04.52.257,0.252,-0.190,-1.008,-0.087
