epoc (ms),timestamp (+0800),elapsed (s),x-axis (deg/s),y-axis (deg/s),z-axis (deg/s)
1573801166737,2019-11-15T14.59.26.737,0.000,1.037,-0.305,-0.183
1573801166747,2019-11-15T14.59.26.747,0.010,0.793,-0.061,-0.366
1573801166757,2019-11-15T14.59.26.757,0.020,1.280,-0.671,-0.061
1573801166766,2019-11-15T14.59.26.766,0.029,1.220,-1.524,0.305
1573801166776,2019-11-15T14.59.26.776,0.039,0.854,-1.951,0.610
1573801166786,2019-11-15T14.59.26.786,0.049,0.366,-1.585,0.244
1573801166797,2019-11-15T14.59.26.797,0.060,0.183,-0.854,-0.366
1573801166807,2019-11-15T14.59.26.807,0.070,0.305,-0.610,-0.671
1573801166817,2019-11-15T14.59.26.817,0.080,0.427,-1.098,-0.366
1573801166826,2019-11-15T14.59.26.826,0.089,0.244,-1.768,0.183
1573801166836,2019-11-15T14.59.26.836,0.099,0.244,-1.829,0.427
1573801166846,2019-11-15T14.59.26.846,0.109,-0.122,-1.585,0.427
1573801166857,2019-11-15T14.59.26.857,0.120,-0.244,-1.037,0.427
1573801166867,2019-11-15T14.59.26.867,0.130,-0.427,-0.488,0.244
1573801166877,2019-11-15T14.59.26.877,0.140,-0.244,-0.793,0.244
1573801166887,2019-11-15T14.59.26.887,0.150,-0.427,-1.098,0.305
1573801166896,2019-11-15T14.59.26.896,0.159,-0.488,-0.671,-0.061
1573801166906,2019-11-15T14.59.26.906,0.169,0.000,-0.671,0.000
1573801166917,2019-11-15T14.59.26.917,0.180,-0.061,-0.610,0.366
1573801166927,2019-11-15T14.59.26.927,0.190,0.000,-0.244,0.366
1573801166937,2019-11-15T14.59.26.937,0.200,0.427,-0.427,0.305
1573801166947,2019-11-15T14.59.26.947,0.210,0.793,-0.671,0.122
1573801166956,2019-11-15T14.59.26.956,0.219,0.976,-0.854,0.122
1573801166966,2019-11-15T14.59.26.966,0.229,0.854,-0.183,0.122
1573801166977,2019-11-15T14.59.26.977,0.240,0.671,0.366,0.305
1573801166987,2019-11-15T14.59.26.987,0.250,0.610,0.183,0.671
1573801166997,2019-11-15T14.59.26.997,0.260,0.610,0.244,0.793
1573801167008,2019-11-15T14.59.27.008,0.271,0.793,0.305,0.610
1573801167018,2019-11-15T14.59.27.018,0.281,1.098,0.305,0.305
1573801167027,2019-11-15T14.59.27.027,0.290,1.159,0.305,0.183
1573801167037,2019-11-15T14.59.27.037,0.300,0.976,0.488,0.183
1573801167047,2019-11-15T14.59.27.047,0.310,1.037,0.244,0.183
1573801167057,2019-11-15T14.59.27.057,0.320,1.037,-0.061,0.183
1573801167068,2019-11-15T14.59.27.068,0.331,0.854,0.061,0.366
1573801167078,2019-11-15T14.59.27.078,0.341,0.854,0.366,0.366
1573801167087,2019-11-15T14.59.27.087,0.350,0.671,0.732,0.122
1573801167097,2019-11-15T14.59.27.097,0.360,0.671,0.915,0.061
1573801167107,2019-11-15T14.59.27.107,0.370,0.854,0.305,0.061
1573801167117,2019-11-15T14.59.27.117,0.380,0.854,-0.183,0.000
1573801167128,2019-11-15T14.59.27.128,0.391,0.610,0.122,-0.122
1573801167138,2019-11-15T14.59.27.138,0.401,0.488,0.549,-0.427
1573801167148,2019-11-15T14.59.27.148,0.411,0.366,0.610,-0.610
1573801167157,2019-11-15T14.59.27.157,0.420,0.427,0.427,-0.061
1573801167167,2019-11-15T14.59.27.167,0.430,0.854,0.244,0.366
1573801167177,2019-11-15T14.59.27.177,0.440,1.220,0.000,0.427
1573801167188,2019-11-15T14.59.27.188,0.451,1.220,-0.122,0.366
1573801167198,2019-11-15T14.59.27.198,0.461,1.098,-0.305,0.305
1573801167208,2019-11-15T14.59.27.208,0.471,1.037,-0.305,0.061
1573801167218,2019-11-15T14.59.27.218,0.481,0.976,-0.854,0.000
1573801167227,2019-11-15T14.59.27.227,0.490,0.915,-1.890,0.427
1573801167237,2019-11-15T14.59.27.237,0.500,1.585,-1.159,0.427
1573801167248,2019-11-15T14.59.27.248,0.511,2.439,-0.671,0.183
1573801167258,2019-11-15T14.59.27.258,0.521,2.134,-0.732,0.244
1573801167268,2019-11-15T14.59.27.268,0.531,2.500,-2.317,0.305
1573801167279,2019-11-15T14.59.27.279,0.542,2.683,-3.354,1.524
1573801167287,2019-11-15T14.59.27.287,0.550,2.683,-3.415,1.890
1573801167298,2019-11-15T14.59.27.298,0.561,2.134,-4.024,1.829
1573801167308,2019-11-15T14.59.27.308,0.571,1.646,-3.354,1.524
1573801167318,2019-11-15T14.59.27.318,0.581,2.378,-1.890,0.610
1573801167328,2019-11-15T14.59.27.328,0.591,2.744,-1.220,0.305
1573801167339,2019-11-15T14.59.27.339,0.602,2.439,-0.854,0.366
1573801167349,2019-11-15T14.59.27.349,0.612,1.951,-0.976,0.427
1573801167358,2019-11-15T14.59.27.358,0.621,1.890,-1.159,0.366
1573801167368,2019-11-15T14.59.27.368,0.631,1.524,-1.524,0.732
1573801167378,2019-11-15T14.59.27.378,0.641,1.341,-2.012,0.976
1573801167388,2019-11-15T14.59.27.388,0.651,1.402,-2.378,1.159
1573801167399,2019-11-15T14.59.27.399,0.662,1.463,-2.500,0.976
1573801167409,2019-11-15T14.59.27.409,0.672,1.585,-2.561,0.671
